QueryID,DocID,Score
Q30,CACM-1146,**an** efficient composite formula for multidimensional quadrature a (2s+1)-point second-degree quadrature formula for integration over **an** s-dimensional hyper-rectangle **is** presented.
Q30,CACM-2826,interactive skeleton techniques for enhancing motion dynamics **in** key frame animation a significant increase **in** **the** capability for controlling motion dynamics **in** key frame animation **is** achieved through skeleton control.
Q30,CACM-2142,reconstruction **of** pictures from **their** projections there **are** situations **in** **the** natural sciences **and** medicine (e.g.
Q30,CACM-2133,"algorithm for **the** assignment problem (rectangular matrices) [h] (algorithm 415) cacm december, 1971 bourgeois, f. lassalle, j. c. operations research, optimization theory, assignment problem, rectangular matrices 5.39 5.40 ca711210 jb february 2, 1978 9:38 am 2133 4 2133 2133 4 2133 2134 4 2133 124 5 2133 2133 5 2133 2133 5 2133 2133 5 2133 2134 5 2133"
Q30,CACM-2787,matrix reduction-an efficient method **the** paper describes **an** efficient method for reduction **of** **the** binary matrices which arise **in** some school time-tabling problems.
Q30,CACM-0597,"modular data **processing** systems written **in** cobol cacm may, 1962 emery, j. c. ca620508 jb march 20, 1978 1:47 pm 597 5 597 597 5 597 597 5 597"
Q30,CACM-1919,"**an** efficient algorithm for sorting with minimal storage (algorithm 347 [m1]) cacm march, 1969 singleton, r. c. sorting, minimal storage sorting, **digital** computer sorting 5.31 ca690308 jb february 20, 1978 8:48 am 1175 4 1919 1175 4 1919 1919 4 1919 1919 4 1919 1919 4 1919 1919 4 1919 1919 4 1919 1919 4 1919 1969 4 1919 1969 4 1919 1997 4 1919 2017 4 1919 2041 4 1919 2118 4 1919 2191 4 1919 2191 4 1919 2216 4 1919 2388 4 1919 2388 4 1919 2348 4 1919 2679 4 1919 2679 4 1919 2679 4 1919 2783 4 1919 2784 4 1919 3054 4 1919 3054 4 1919 3054 4 1919 3121 4 1919 3121 4 1919 852 4 1919 864 4 1919 864 4 1919 865 4 1919 1175 5 1919 1919 5 1919 1919 5 1919 1919 5 1919 308 5 1919 309 5 1919 2216 5 1919 74 5 1919 3054 5 1919 3187 5 1919 864 5 1919 864 6 1919 1175 6 1919 1880 6 1919 1919 6 1919 1919 6 1919 1969 6 1919 1969 6 1919 1980 6 1919 1997 6 1919 1997 6 1919 307 6 1919 308 6 1919 309 6 1919 2017 6 1919 2679 6 1919 776 6 1919"
Q30,CACM-3015,**an** important version **of** **the** problem **in** medicine **is** **that** **of** obtaining **the** exact density distribution within **the** human body from x-ray projectionsne approach **that** has been taken **to** solve this problem consists **of** translating **the** available information into a system **of** linear inequalities.
Q30,CACM-2788,"**finding** circles by **an** array **of** accumulators cacm february, 1975 kimme, c. balard, d. sklansky, j. picture processing, pattern recognition, curve detection,line fitting 3.63 ca750211 jb january 10, 1978 9:15 am 2788 4 2788 2910 4 2788 2400 5 2788 2788 5 2788 2788 5 2788 2788 5 2788 2910 5 2788 2400 6 2788 2788 6 2788"
Q30,CACM-1144,**digital** computer determination **of** alpha source activity a technique **is** described for determining **the** activity **and** homogeneity **of** **an** alpha source.
Q30,CACM-1534,"dad, **the** c. operating system **the** design **and** implementation **of** **the** c. operating system, dad, **is** described **in** detail."
Q30,CACM-0636,"tape splitting **in** **an** iterative program cacm february, 1962 weisert, c. ca620207 jb march 20, 1978 3:46 pm 1117 5 636 636 5 636 636 5 636 636 5 636 861 6 636 862 6 636 636 6 636"
Q30,CACM-0973,estimation **of** heart parameters using skin potential measurements a fundamental problem **of** vector cardiography **is** **the** estimation **of** **the** state **of** **the** heart **on** **the** basis **of** skin potential measurements.
Q30,CACM-1116,"tests **on** a computer method for constructing school timetables* a previously proposed computer method for constructing timetables, based **on** **an** iteration involving boolean matrices, **is** described."
Q30,CACM-2674,"scan conversion algorithms for a cell organized raster display raster scan computer graphics with ""real time"" character generators have previously been limited **to** alphanumeric characters."
Q30,CACM-2973,sorting **on** a mesh-connected parallel computer two algorithms **are** presented for sorting n^2 elements **on** **an** n x n mesh-connected processor array **that** require o(n) routing **and** comparison steps.
Q30,CACM-2941,"early experience with mesa **the** experiences **of** mesa's first users-primarily its implementers-are discussed, **and** some implications for mesa **and** similar programming languages **are** suggested."
Q30,CACM-0307,"**find** (algorithm 65) cacm july, 1961 hoare, c. a. r. ca610710 jb march 16, 1978 10:20 pm 307 5 307 307 5 307 307 5 307 2227 5 307 2783 5 307 3054 5 307 1175 6 307 1834 6 307 1880 6 307 1919 6 307 1969 6 307 1980 6 307 1997 6 307 307 6 307 307 6 307 307 6 307 308 6 307 309 6 307 309 6 307 2017 6 307 2679 6 307 776 6 307"
Q30,CACM-2130,"automatic segmentation **of** cyclic program structures based **on** connectivity **and** processor timing time-shared, multiprogrammed, **and** overlayed batch systems frequently require segmentation **of** computer programs into discrete portions."
Q30,CACM-1363,"a general method **of** systematic interval computation for numerical integration **of** initial **value** problems a procedure **is** given for continuously computing **and** monitoring **the** step size **to** be used by a self-starting, p-th order numerical integration method **to** solve **an** initial **value** problem."
Q30,CACM-1109,conversion **of** a power **to** a series **of** chebyshev polynomials* even slowly convergent power series can be rearranged as series **in** chebyshev polynomials if appropriate sequence transformations **are** used **in** evaluating **the** coefficients.
Q30,CACM-2687,"a cell organized raster display for line drawings raster scan computer graphics displays with ""real time"" character generators have previously been limited **to** alphanumeric characters."
Q30,CACM-2529,"binary pattern reconstruction from projections [z] (algorithm a445) cacm march, 1973 chang, s. pattern reconstruction, **image** reconstruction, data compression, picture **processing** 3.63 5.30 ca730310 jb january 24, 1978 10:25 am 2142 4 2529 2529 4 2529 2231 5 2529 2529 5 2529 2529 5 2529 2529 5 2529"
Q30,CACM-2528,"binary pattern reconstruction from projections [z] (algorithm r445) cacm march, 1973 lau, j. pattern reconstruction, **image** reconstruction, data compression, picture **processing** 3.63 5.30 ca730311 jb january 24, 1978 10:22 am 2528 5 2528 2528 5 2528 2528 5 2528"
Q30,CACM-1440,starting **approximations** for square root calculation **on** ibm system/360 several starting **approximations** for square root calculation by newton's method **are** presented **in** a form **to** facilitate **their** **use** **in** ibm system/360 square root routines.
Q30,CACM-3013,"**the** first **is** similar **to** **the** **digital** laplacian, but **uses** **the** max, rather than **the** sum, **of** **the** x **and** y second differences."
Q30,CACM-0253,"**on** a program for ray-chaudhuri's algorithm for a minimum cover **of** **an** abstract complex cacm november, 1961 foata, d. c. ca611115 jb march 15, 1978 10:41 pm 253 5 253 253 5 253 253 5 253"
Q30,CACM-2041,"shellsort (algorithm 201 $m1)) cacm june, 1970 chandler, j. p. harrison, w. c. sorting, minimal storage sorting, **digital** computer sorting 5.31 ca700614 jb february 13, 1978 10:29 am 1175 4 2041 1919 4 2041 2017 4 2041 2041 4 2041 2216 4 2041 2041 5 2041 2041 5 2041 2041 5 2041 864 5 2041"
Q30,CACM-2322,a view **of** computer architecture **an** attempt **is** made **to** predict **the** develop
Q30,CACM-2977,**the** stage hypothesis **and** **the** s-curve: some contradictory evidence this paper presents **the** results **of** a study testing **the** s-shaped budget curve **of** nolan's stage model **of** computer develop
Q30,CACM-2211,results thus far indicate **that** flicker-free displays **of** large amounts **of** data **are** possible with reasonably fast graphical interaction.
Q30,CACM-2975,"remark **on** uniform insertion **in** structured data structures cacm april, 1977 hollander, c. data structures, directed graphs, uniform insertion 4.34 ca770407 jb december 29, 1977 5:04 am 2975 4 2975 2594 5 2975 2975 5 2975 2975 5 2975 2975 5 2975"
Q30,CACM-1495,"solution **of** transcendental equations by series reversion **an** algorithm **is** developed for expressing **the** solution y, **of** **the** equation f(y) = g(x) as a power series **in** (x - x0) when f **and** g **are** given as power series,and **the** root y0, **is** known at y=x0."
Q30,CACM-0250,"**an** engineering application **of** logic-structure tables cacm november, 1961 nickerson, r. c. ca611118 jb march 15, 1978 10:34 pm 250 4 250 1237 4 250 1237 5 250 250 5 250 250 5 250 250 5 250 320 5 250 2220 5 250 753 5 250 1172 6 250 1237 6 250 1327 6 250 1354 6 250 1489 6 250 1548 6 250 250 6 250 250 6 250 250 6 250 320 6 250 753 6 250"
Q30,CACM-0629,"**on** a wired-in binary-to-decimal conversion scheme cacm march, 1962 lynch, w. c. ca620303 jb march 20, 1978 3:10 pm 629 5 629 629 5 629 629 5 629"
Q30,CACM-0594,"**an** advanced input-output system for a cobol compiler cacm may, 1962 bouman, c. a. ca620511 jb march 20, 1978 1:40 pm 594 5 594 594 5 594 594 5 594"
Q30,CACM-2796,"monitors: **an** operating system structuring concept (corrigendum) cacm february, 1975 hoare, c. a. r. ca750203 jb january 12, 1978 8:45 am 2796 5 2796 2796 5 2796 2796 5 2796 2866 5 2796 2356 6 2796 2597 6 2796 2796 6 2796"
Q30,CACM-0821,"further remarks **on** sampling a tape file-iii cacm july, 1963 juelich, o. c. ca630703 jb march 14, 1978 8:48 am 821 5 821 821 5 821 821 5 821"
Q30,CACM-0806,"remark **on** certification **of** matrix inversion procedures cacm july, 1963 moler, c. ca630718 jb march 14, 1978 8:21 am 1177 4 806 806 4 806 806 4 806 932 5 806 454 5 806 806 5 806 806 5 806 806 5 806"
Q30,CACM-2554,"reduction **of** a band-symmetric generalized eigenvalue problem **an** algorithm **is** described for reducing **the** generalized eigenvalue problem ax = lambda bx **to** **an** ordinary problem, **in** case a **and** b **are** symmetric band matrices with b positive definite."
Q30,CACM-0526,"character manipulation **in** fortran cacm august, 1962 pyle, i. c. ca620802 jb march 17, 1978 7:33 pm 526 5 526 526 5 526 526 5 526"
Q31,CACM-2177,"if w denotes **the** word length **of** **the** machine employed, **the** storage (in machine words) required **for** a **graph** with n nodes **and** m edges increases essentially as 2(m+n) **in** case (i), **or** (n^2)/win case (ii)."
Q31,CACM-2368,an implemented **graph** algorithm **for** winning shannon switching games **in** **this** tutorial paper a computer program which wins shannon switching games is described.
Q31,CACM-2630,**on** computing sets **of** shortest paths **in** a **graph** two **algorithms** **are** presented **that** construct **the** k shortest paths between every pair **of** vertices **in** a directed graph.
Q31,CACM-3139,"cacm april, 1979 brelaz, d. np-complete, **graph** structure, balancing, **graph** coloring, scheduling, comparison **of** **the** methods 5.25 5.32 ca790405 dh june 5, 1979 2:05 pm 3139 5 3139 3139 5 3139 3139 5 3139"
Q31,CACM-2484,a general **method** **for** constructing such a tree **or** a **graph** is provided.
Q31,CACM-2490,"if v is **the** number **of** vertices **and** e is **the** number **of** edges, each algorithm requires time **and** space proportional **to** max (v,e) when executed **on** a random access computer."
Q31,CACM-2290,"immediate predominators **in** a directed **graph** [h] (algorithm a430) cacm august, 1972 purdom jr., p. w. moore, e. f. predominator, immediate predominator, **graph** theory, directed graph, shortest path, articulation, connectivity, program optimization, optimizing compiler 4.12 5.32 ca720812 jb january 30, 1978 9:19 am 1807 4 2290 2034 4 2290 2290 4 2290 2579 4 2290 2923 4 2290 2945 4 2290 1947 5 2290 2290 5 2290 2290 5 2290 2290 5 2290"
Q31,CACM-2289,**in** **this** paper it is shown **that** cellular arrays **are** inherently well suited **for** **the** solution **of** many **graph** problems.
Q31,CACM-2172,"**graph** plotter [j6] (algorithm 412) cacm july, 1971 cermak, j. plot, graph, line printer plot 4.41 ca710710 jb february 2, 1978 4:32 pm 2172 5 2172 2172 5 2172 2172 5 2172"
Q31,CACM-2934,"comment **on** computing **the** k shortest paths **in** a **graph** cacm august, 1977 lawler, e. l. graph, network, shortest path, algorithm, ranking 5.32 ca770809 jb december 28, 1977 7:00 am 1086 4 2934 1132 4 2934 1234 4 2934 1263 4 2934 1265 4 2934 1270 4 2934 1323 4 2934 1358 4 2934 1379 4 2934 1380 4 2934 1453 4 2934 1464 4 2934 1484 4 2934 1491 4 2934 1498 4 2934 1613 4 2934 1614 4 2934 1781 4 2934 1825 4 2934 1860 4 2934 2083 4 2934 2178 4 2934 2179 4 2934 2252 4 2934 2325 4 2934 2341 4 2934 2546 4 2934 2645 4 2934 2652 4 2934 2684 4 2934 2842 4 2934 2929 4 2934 2934 4 2934 3069 4 2934 669 4 2934 679 4 2934 691 4 2934 761 4 2934 949 4 2934 989 4 2934 2934 5 2934 2934 5 2934 2934 5 2934 3184 5 2934"
Q31,CACM-2980,**the** editing **of** picture segmentations **using** local analysis **of** graphs a major problem **in** picture processing is **the** elimination **of** **the** large number **of** spurious regions **that** result from an initial segmentation by region growing techniques.
Q31,CACM-2059,"a language **for** treating graphs a language **for** **the** representation **of** **graph** is described, **and** **the** formulation **of** **graph** operations such as node and/or link deletion **or** insertion, union, intersection, comparison, **and** traversal **of** graphs is given."
Q31,CACM-2430,"**the** elementary circuits **of** a **graph** [h] (algorithm a459) cacm october, 1973 syslo,m."
Q31,CACM-2752,"generation **of** all **the** cycles **of** a **graph** from a set **of** basic cycles [h] (algorithm 492) cacm june 1975 gibbs, n. e. basic cycle, cycle, **graph** 5.32 3.24 ca750601 jb january 9, 1978 1:55 pm 2752 5 2752 2752 5 2752 2752 5 2752"
Q31,CACM-2052,scheduling **to** reduce conflict **in** meetings conflicts **in** scheduling can be treated as defining an undirected linear **graph** independently **of** **the** relation **of** **the** activities **in** conflict **to** additional constraints **of** time **and** space.
Q31,CACM-1961,**the** algorithm can be easily modified **to** **find** all **of** **the** elementary circuits with a particular attribute such as length.
Q31,CACM-3156,computing connected components **on** parallel computers we present a parallel algorithm which uses n2 processors **to** **find** **the** connected components **of** an undirected **graph** with n vertices **in** time o(log2n).
Q31,CACM-1847,"one stage **in** **the** process is **to** take **the** top element v **of** **the** pushdown list **and** examine it, i.e."
Q31,CACM-1504,"**algorithms** **for** finding a fundamental set **of** cycles **for** an undirected linear **graph** given **the** adjacency **matrix** **of** **the** graph, **the** algorithm presented **in** **this** paper finds a spanning tree **and** then constructs **the** set **of** fundamental cycles."
Q31,CACM-2619,**graph** **coloring** conditions **for** **the** existence **of** solutions **to** **the** timetable problem a necessary **and** sufficient condition is presented **for** **the** existence **of** a solution **to** **the** gotlieb class-teacher timetable problem.
Q31,CACM-1481,"**graph** plotter (algorithm 278 [j6]) cacm february, 1966 lloyd, p. ca660206d jb march 23, 1978 7:30 pm 1481 5 1481 1481 5 1481 1481 5 1481"
Q31,CACM-2461,"**graph** plotter (algorithm r412) cacm august, 1973 watkins, r. p. ca730813 jb january 23, 1978 10:30 am 2461 5 2461 2461 5 2461 2461 5 2461"
Q31,CACM-2883,an application **of** **heuristic** search methods **to** edge **and** contour detection **this** paper presents a **method** **for** detecting edges **and** contours **in** noisy pictures.
Q31,CACM-2015,a **graph** formulation is used **for** **the** problem **of** merging productions.
Q31,CACM-2877,a program data flow analysis procedure **the** global data relationships **in** a program can be exposed **and** codified by **the** static analysis methods described **in** **this** paper.
Q31,CACM-1983,"spanning tree $h) (algorithm 399) cacm october, 1970 seppanen, j. j. graph, tree, spanning tree 5.32 ca701007 jb february 10, 1978 9:24 am 1983 5 1983 1983 5 1983 1983 5 1983"
Q31,CACM-2763,"basic cycle generation [h] (algorithm 491) cacm may, 1975 gibbs, n. e. graph, basic cycles,fundamental cycle, spanning tree, vertex adjacency **matrix** 5.32 3.24 ca750504 jb january 9, 1978 2:39 pm 1961 4 2763 2177 4 2763 2763 4 2763 1847 5 2763 2763 5 2763 2763 5 2763 2763 5 2763"
Q31,CACM-2790,"**the** elementary circuits **of** a **graph** (algorithm r459) cacm february, 1975 syslo, m. m. ca750209 jb january 12, 1978 2:54 pm 2790 5 2790 2790 5 2790 2790 5 2790"
Q31,CACM-2178,"a language extension **for** **graph** processing **and** its formal semantics a simple programming language ""extension,"" graspe, **for** processing directed graphs is defined."
Q31,CACM-1822,"shortest-path forest with topological ordering (algorithm [h]) cacm november, 1969 dial, r. b. shortest path, tree, network, directed **graph** 5.32 5.42 ca691108 jb february 15, 1978 12:21 pm 1822 5 1822 1822 5 1822 1822 5 1822"
Q31,CACM-2161,"an algorithm **for** **the** blocks **and** cutnodes **of** a **graph** (corrigendum) cacm september, 1971 paton, k. ca710903 jb february 2, 1978 2:24 pm 2161 5 2161 2161 5 2161 2161 5 2161"
Q31,CACM-3040,"a theory **of** consistency levels **in** such networks is formulated, which is related **to** problems **of** backtrack tree search efficiency."
Q31,CACM-3018,covering edges by cliques with regard **to** keyword conflicts **and** intersection graphs kellerman has presented a **method** **for** determining keyword conflicts **and** described a **heuristic** algorithm which solves a certain combinatorial optimization problem **in** connection with **this** method.
Q31,CACM-2695,tridiagonalization by permutations tridiagonalizing a **matrix** by similarity transformations is an important computational tool **in** numerical linear algebra.
Q31,CACM-2444,"finding all cliques **of** an undirected **graph** (algorithm a457) cacm september, 1973 bron, c. kerbosch, j. cliques, maximal complete subgraphs, clusters, backtracking algorithm, branch **and** bound technique, recursion 3.71 5.32 ca730911 jb january 23, 1978 8:44 am 2444 5 2444 2444 5 2444 2444 5 2444"
Q31,CACM-1432,incorporation **of** nonstandard input/output devices into fortran systems a fortran system may readily be modified **to** handle input/output with nonstandard media **on** **the** same basis **on** which it handles **the** standard media.
Q31,CACM-1563,a graph-theoretic justification **for** **the** **method** is given.
Q31,CACM-2986,"operations **on** sparse relations various computations **on** relations, boolean matrices, **or** directed graphs, such as **the** computation **of** precedence relations **for** a context-free grammar, can be done by a practical algorithm **that** is asymptotically faster than those **in** common use."
Q31,CACM-2769,"**the** algorithm is similar **to** warshall's although it executes faster **for** sparse matrices **on** most computers, particularly **in** a paging environment."
Q31,CACM-2701,"**for** a **graph** **of** e edges, **the** algorithm has a worst case time bound **of** o(e log e) function operations."
Q31,CACM-2155,toward an understanding **of** data structures **this** paper presents a notation **and** formalism **for** **describing** **the** semantics **of** data structures.
Q31,CACM-3100,an interference matching technique **for** inducing abstractions a **method** **for** inducing knowledge by abstraction from a sequence **of** training examples is described.
Q31,CACM-2189,"every set **of** edges {e[k]}, 1 <= e[k] <= k, 3 <= k <= (n-1) is determined recursively by constructing a hamiltonian circuit with k vertices from a hamiltonian circuit with k-1 vertices, starting with **the** hamiltonian circuit **of** 3 vertices."
Q31,CACM-1935,randomized binary search technique a mathematical model is developed **for** **the** mean **and** variance **of** **the** number **of** trials **to** recover a given document **in** a randomly received list **of** files.
Q31,CACM-3124,recursive data structures **in** apl a mathematical study **of** three approaches **for** defining nested arrays **in** apl is presented.
Q31,CACM-1456,storage **and** retrieval **of** aspects **of** meaning **in** directed **graph** structures an experimental system **that** uses lisp **to** make a conceptual dictionary is described.
Q31,CACM-3164,"when a request creates a cycle, nodes are, ""detached"" until **the** new **are** can be entered acyclically **this** process is important **in** certain areas **of** database implementation **in** which there **are** constraints **on** **the** permissible sequences **of** actions."
Q31,CACM-2568,most **of** these formulations can be presented **in** **the** terminology **of** classical network theory.
Q31,CACM-1934,an algorithm **to** solve **this** problem is presented.
Q31,CACM-1839,"**singular** **value** **decomposition** **of** a complex **matrix** (algorithm 358 [f1, 4,5]) cacm october, 1969 businger, p. a. goulub, g. h. **singular** values, **matrix** decomposition, least squares solution, pseudoinverse 5.14 ca691007 jb february 15, 1978 3:22 pm 1839 5 1839 1839 5 1839 1839 5 1839"
Q31,CACM-3125,"global optimization by suppression **of** partial redundancies **the** elimination **of** redundant computations **and** **the** moving **of** invariant computations out **of** loops **are** often done separately, with invariants moved outward loop by loop."
Q31,CACM-2195,**on** **the** optimal detection **of** curves **in** noisy pictures a technique **for** recognizing systems **of** lines is presented.
Q31,CACM-1947,object code optimization methods **of** analyzing **the** control flow **and** data flow **of** programs during compilation **are** applied **to** transforming **the** program **to** improve object time efficiency.
Q31,CACM-3008,preserving average proximity **in** arrays programmers **and** data structure designers **are** often forced **to** choose between alternative structures.
Q31,CACM-3172,an algorithm **for** planning collision-free paths among polyhedral obstacles **this** paper describes a collision avoidance algorithm **for** planning a safe path **for** a polyhedral object moving among known polyhedral objects.
Q31,CACM-1828,"synchronization **in** a parallel-accessed data base **the** following problem is considered: given a data base which can be manipulated simultaneously by more than one process, what **are** **the** rules **for** synchronization which will maximize **the** amount **of** parallel activity allowed."
Q31,CACM-2925,"optimal surface reconstruction from planar contours **in** many scientific **and** technical endeavors, a three-dimensional solid must be reconstructed from serial sections, either **to** aid **in** **the** comprehension **of** **the** object's structure **or** **to** facilitate its automatic manipulation **and** analysis."
Q31,CACM-2125,a minimal perimeter polygon subjected **to** specified constraints is then chosen as **the** approximating contour.
Q31,CACM-1925,concepts **of** use **in** contour map processing generalized techniques whose use can simplify **the** solution **of** problems relating **to** contour maps.
Q31,CACM-1529,**decomposition** programming an analysis **of** **matrix** substructure a petroleum blending problem was analyzed **in** order **to** compare **the** primal **and** primal-dual **decomposition** algorithms.
Q31,CACM-2923,"high-level data flow analysis **in** contrast **to** **the** predominant use **of** low-level **in** termediate text, high-level data flow analysis deals with programs essentially at source level **and** exploits **the** control flow information implicit **in** **the** parse tree."
Q31,CACM-2920,"game interpretation **of** **the** deadlock avoidance problem **the** deadlock avoidance problem may be defined informally as **the** determination, from some a priori information about **the** processes, resources, operating system, etc., **of** **the** ""safe situations"" which may be realized without endangering **the** smooth running **of** **the** system."
Q31,CACM-3138,a mathematical programming updating **method** **using** modified givens transformations **and** applied **to** lp problems an efficient **and** numerically stable **method** is presented **for** **the** problem **of** updating an orthogonal **decomposition** **of** a **matrix** **of** column (or row) vectors.
Q31,CACM-1905,**the** simplex **method** **of** linear programming **using** lu **decomposition** standard computer implementations **of** dantzig's simplex **method** **for** linear programming **are** **based** upon forming **the** inverse **of** **the** basic **matrix** **and** updating **the** inverse after every step **of** **the** method.
Q31,CACM-1172,conversion **of** limited-entry decision tables **to** computer programs decision tables **are** useful **for** **describing** a set **of** complex decision rules **based** **on** given sets **of** conditions.
Q31,CACM-2771,**the** synthesis **of** solids bounded by many faces a technique is presented which allows a class **of** solid objects **to** be synthesized **and** stored **using** a computer.
Q31,CACM-1899,"simplex **method** procedure employing lu **decomposition** (algorithm 350 [h]) cacm may, 1969 bartels, r. h. golub, g. h. simplex method, linear programming, lu decomposition, round-off errors, computational stability 5.41 ca690510 jb february 17, 1978 3:21 pm 1899 5 1899 1899 5 1899 1899 5 1899"
Q31,CACM-1145,"git-a **heuristic** program **for** testing pairs **of** directed line graphs **for** isomorphism* given a pair **of** directed line graphs, **the** problem **of** ascertaining whether **or** not they **are** isomorphic is one **for** which no efficient algorithmic solution is known."
Q31,CACM-2247,**on** **the** criteria **to** be used **in** decomposing systems into modules **this** paper discusses modularization as a mechanism **for** improving **the** flexibility ad comprehensibility **of** a system while allowing **the** shortening **of** its develop
Q31,CACM-2408,"one **method** is direct, **using** eigenvalue-eigenvector decomposition."
Q31,CACM-1727,"cacm july, 1968 kral, j. object program reduction, supervisor calls decreasing, jump frequencies estimation, control transfers estimation, optimal program segmentation, markov chain program correspondence, program graph, one-entry subgraph, locally estimated jump frequencies, supervisor overhead decreasing, program segmentation algorithm, jump frequencies, program segmentation problem 4.11 4.19 4.39 4.49 ca680702 jb february 22, 1978 3:05 pm 1727 5 1727 1727 5 1727 1727 5 1727"
Q31,CACM-2267,**algorithms** **to** reveal properties **of** floating-point arithmetic two **algorithms** **are** presented **in** **the** form **of** fortran subroutines.
Q31,CACM-2856,**the** synthetic approach **to** decision table conversion previous approaches **to** **the** problem **of** automatically converting decision tables **to** computer programs have been **based** **on** decomposition.
Q31,CACM-2819,"experiments **in** text file compression a system **for** **the** compression **of** data files, viewed as strings **of** characters, is presented."
Q31,CACM-1791,"triangular factors **of** modified matrices (algorithm 319 [f1]) cacm january, 1968 green, d. r. **matrix** decomposition, **matrix** factors, **matrix** modifier, **matrix** perturbation 5.14 ca680102 jb february 23, 1978 2:50 pm 1791 5 1791 1791 5 1791 1791 5 1791"
Q31,CACM-2902,dynamic memory allocation **in** computer simulation **this** paper investigates **the** performance **of** 35 dynamic memory allocation **algorithms** when used **to** service simulation programs as represented by 18 test cases.
Q31,CACM-2273,conversion **of** decision tables by rule mask **method** without rule mask two **algorithms** **for** generating computer programs from decision tables **are** described.
Q31,CACM-1924,organizing matrices **and** **matrix** operations **for** paged memory systems **matrix** representations **and** operations **are** examined **for** **the** purpose **of** minimizing **the** page faulting occurring **in** a paged memory system.
Q31,CACM-2697,"a fast **method** **for** solving a class **of** tridiagonal linear systems **the** solution **of** linear systems having real, symmetric, diagonally dominant,tridiagonal coefficient matrices with constant diagonals is considered."
Q31,CACM-3132,"experiments with some **algorithms** **that** **find** central solutions **for** pattern classification **in** two-class pattern recognition, it is a standard technique **to** have an algorithm finding hyperplanes which separates **the** two classes **in** a linearly separable training set."
Q31,CACM-2953,notes **on** recursion elimination various methods **of** recursion elimination **are** applied **to** **the** schematic recursive procedure: proc s(x); px then n(x); s(fx); s(gx); m(x) fi.
Q31,CACM-3153,**the** control **of** response times **in** multi-class systems by memory allocations **the** possibility **of** giving different quality **of** service **to** jobs **of** different classes by regulating their memory allocation is examined **in** **the** context **of** a paged computer system.
Q31,CACM-2275,integral equations **of** immunology **the** inversion **of** a particular integral equation **of** **the** first (fredholm) kind is **the** basic problem considered.
Q31,CACM-0078,remarks **on** **the** practical solution **of** characteristic **value** problems **this** paper is concerned with **the** practical solution **of** characteristic **value** problem **for** an ordinary differential equation.
Q31,CACM-1877,prevention **of** system deadlocks a well-known problem **in** **the** design **of** operating systems is **the** selection **of** a resource allocation policy **that** will prevent deadlock.
Q31,CACM-3131,focus microcomputer number system focus is a number system **and** supporting computational **algorithms** **especially** useful **for** microcomputer control **and** other signal processing applications.
Q31,CACM-2453,"information theory applied **to** **the** conversion **of** decision tables **to** computer programs **using** ideas from information theory, **this** paper develops a **heuristic** algorithm **that** converts a limited entry decision table **to** a tree structured computer program with near minimum average processing time."
Q31,CACM-2627,"scheduling independent tasks **to** reduce mean finishing time sequencing **to** minimize mean finishing time (or mean time **in** system) is not only desirable **to** **the** user, but it also tends **to** minimize at each point **in** time **the** storage required **to** hold incomplete tasks."
Q31,CACM-2766,copying cyclic list structures **in** linear time **using** bounded workspace a bounded workspace copying algorithm **for** arbitrary list structures is given.
Q31,CACM-1488,"programming decision tables **in** fortran, cobol **or** algol a simple broad-based approach **for** programming decision tables **in** fortran **or** cobol is developed **and** presented."
Q31,CACM-1433,"a note **on** linear programming algorithm design: a combinatorial problem as linear programming models grow bigger **and** bigger **in** size, much actual data **that** must be memorized is often put **on** magnetic tape **or** disk, **and** consequently there is an improportionality fast rise **in** **the** consumption **of** computer timeo cut down **this** expense, an ever increasing effort is made **to** design more efficient algorithms."
Q31,CACM-2439,multiple terminals under user program control **in** a time-sharing environment user-written programs **on** **the** dartmouth time-sharing system can communicate with many remote terminals simultaneously **and** can control **the** interactions between these terminals.
Q31,CACM-1725,"a simple proof **of** lewin's ordered-retrieval theorem **for** associative memories an efficient **method** **of** ordered retrieval **of** binary words from an associative memory, as described by lewin, is **based** **on** **the** use **of** special readout circuits which indicate **the** digit values present **in** **the** individual digit columns **of** **the** memory."
Q31,CACM-2828,"hierarchical geometric models **for** visible surface **algorithms** **the** geometric structure inherent **in** **the** definition **of** **the** shapes **of** three-dimensional objects **and** environments is used not just **to** define their relative motion **and** placement, but also **to** assist **in** solving many other problems **of** systems **for** producing pictures by computer."
Q31,CACM-1886,"generation **of** optimal code **for** expressions via factorization given a set **of** expressions which **are** **to** be compiled, methods **are** presented **for** increasing **the** efficiency **of** **the** object code produced by first factoring **the** expressions, i.e."
Q31,CACM-2994,"a linear algorithm **for** incremental digital display **of** circular arcs circular arcs can be drawn **on** an incremental display device such as a cathode ray tube, digital plotter, **or** **matrix** prin ter **using** only sign testing **and** elementary addition **and** subtraction."
Q31,CACM-2692,reentrant polygon clipping a new family **of** clipping **algorithms** is described.
Q31,CACM-1957,**the** list set generator: a construct **for** evaluating set expressions **the** list set generator is defined **and** **algorithms** **for** its use **are** given.
Q31,CACM-2860,"guidelines **for** selecting identifier transformations, overflow techniques, loading factors, bucket sizes, **and** loading order **and** considered."
Q31,CACM-3158,secure personal computing **in** an insecure network a **method** **for** implementing secure personal computing **in** a network with one **or** more central facilities is proposed.
